카드명,카드사,연회비_국내,연회비_해외,전월실적_기준,주요혜택
다원 체크카드,MG새마을금고,0,0,100000,모든가맹점: 0.3%적립 | 평일 점심: 1천원할인 | 휴일 마트: 3천원할인
다이소 신한카드,신한카드,0,13000,300000,다이소: 30%할인 | 영화: 20%할인 | 편의점: 10%할인
닥터구디 T&R(티앤알) 카드,하나카드,25000,25000,400000,"통신요금 자동이체: 최대 15,000원청구할인 | 렌탈요금 자동이체: 최대 15,000원청구할인 | 보험사 자동이체: 최대 15,000원청구할인"
대성학원 신한카드,신한카드,30000,33000,300000,대성학원·학원업종: 3~5%캐시백 | GS칼텍스: 40원/L할인 | 4대 놀이동산 최대: 50%할인
대한항공카드 030,현대카드,30000,30000,0,국내외가맹점: 1마일리지적립 | 특정업종: 2마일리지적립 | 웰컴보너스: 3천마일리지적립
대한항공카드 070,현대카드,70000,70000,0,국내외가맹점: 1마일리지적립 | 특정업종: 2마일리지적립 | 웰컴보너스: 5천마일리지적립
대한항공카드 150,현대카드,150000,150000,0,국내외가맹점: 1마일리지적립 | 특정업종: 2~3마일리지적립 | 항공권바우처: 5만원상당제공
대한항공카드 the First,현대카드,500000,500000,0,국내외가맹점: 1마일리지적립 | 특정업종: 3~5마일리지적립 | 힝공권바우처: 5만원상당제공(연2회)
더본 신한카드 체크,신한카드,0,0,200000,빽다방: 20%할인 | 더본 모든매장: 5%할인 | CGV: 10%할인
동양생명 우리카드,우리카드,12000,15000,300000,동양생명보험료: 최대2만원할인
둘과넷 카드,전북은행,8000,10000,0,10대 소비영역 TOP3업종: 최대 2%캐시백
디지로카 Golf,롯데카드,30000,30000,500000,"골프장, 골프연습장: 최대 7%캐시백 | 국내 가맹점: 2~3개월무이자할부"
디지로카 Pet,롯데카드,30000,30000,500000,반려동물 관련: 최대 7%캐시백 | 국내 가맹점: 2~3개월무이자
디지로카 Wellness,롯데카드,30000,30000,500000,"피부과, 성형외과, 스포츠센터, 미용실: 최대 7%캐시백 | 국내 가맹점: 2~3개월무이자할부"
땡겨요 신한카드,신한카드,15000,18000,300000,땡겨요앱 이용시: 10%포인트 적립 | 편의점 이용시: 5%포인트 적립
땡겨요 신한카드 체크,신한카드,0,0,300000,땡겨요 앱: 10%포인트 적립 | 스타벅스: 2%포인트 적립 | 편의점: 2%포인트 적립
땡겨요 신한카드 체크(라이더형),신한카드,0,0,0,전가맹점: 0.2%포인트 적립 | 주유소: 0.2%포인트 추가 적립 | 편의점: 0.2%포인트 추가 적립
라이프파트너 삼성카드,삼성카드,20000,20000,300000,보험료 매년: 1~2만원할인 | 보험료 매월: 3~5천원할인 | 주유소/충전소: 3천원할인
락스타 체크카드,KB국민카드,0,0,200000,"대중교통: 10%청구할인 | 이동통신요금: 2,500원환급할인 | CGV: 35%환급할인"
랭킹닭컴 하나카드,하나카드,0,15000,300000,"랭킹닭컴: 7&청구할인 | 배달앱: 5%청구할인 | 스타벅스, 커피빈: 4천원청구할인"
레고랜드 체크카드,KB국민카드,0,0,300000,레고랜드: 5%환급할인 | 스타벅스: 20%환급할인 | 대중교통: 10%환급할인
레고랜드카드,KB국민카드,20000,20000,400000,레고랜드: 10%청구할인 | 배달앱: 10%청구할인 | 온라인쇼핑: 5%청구할인
로스트아크 카드,BC 바로카드,10000,12000,0,로스트아크 크리스탈: 10%할인 | 국내온라인가맹점: 1.5%할인 | 국내외가맹점: 0.5%할인
롭스 롯데카드,롯데카드,7000,10000,0,롭스 매장 최대: 15%할인 | 미용실 최대: 20%할인 | 공연 최대: 30%할인
롯데 플래티넘 체크카드,롯데카드,0,1000,100000,이용금액: 0.2%L.POINT 적립 | VISA: 플래티넘서비스
롯데렌터카 신차장 EV+ 우리카드,우리카드,20000,20000,500000,장기렌터카 렌탈료 최대: 2만5천원할인 | 주유 최대: 100원/L할인 | 전기차 충전 최대: 50%할인
롯데마트&MAXX 카드,롯데카드,18000,20000,0,롯데마트: 최대 10%할인 | 5대 생활업종: 최대 5%할인
롯데체크카드,롯데카드,0,0,0,전국 가맹점: 0.2%L.POINT 적립 | SK주유소: 50P/L주유포인트 적립
롯데홈쇼핑 벨리곰 카드,롯데카드,15000,15000,400000,롯데홈쇼핑: 7%할인 | 롯데홈쇼핑 적립금: 최대3.5%적립 | 클럽롤라 서비스: 무료제공
리디 신한카드 체크,신한카드,0,0,200000,리디북스: 10%할인 | 영화예매: 10%할인 | KFC: 10%할인
리틀프렌즈 체크카드,하나카드,0,0,100000,편의점: 1천원캐시백 | 서점: 1천원캐시백 | 푸드: 1천원캐시백
마이 홈플러스 신한카드,신한카드,12000,15000,0,"홈플러스포인트: 1.2%적립 | 생활친화가맹점: 잔돈할인서비스 | YES24, 인터파크: 영화예매할인서비스"
마이 홈플러스 체크카드,신한카드,0,0,0,홈플러스포인트: 0.6%적립
마이카 우리카드,우리카드,0,12000,300000,자동차금융 최대: 1만원할인 | 주유소/충전소: 70원/L할인 | 자동차보험 최대: 2만원할인
마이핏카드(적립형),KB국민카드,30000,30000,500000,간편결제: 1.5%적립 | 편의점/택시: 1천점적립 | 쇼핑/배달: 5%적립
마이핏카드(할인형),KB국민카드,10000,10000,300000,외식/커피: 5%할인 | 마트/주유/통신: 5%할인 | 쇼핑/배달: 5%할인
마일리지 가온카드(아시아나),KB국민카드,15000,20000,0,"국내 1,000원당: 1마일적립 | 해외 1,000원당: 2마일적립 | 면세 1,000원당: 2마일적립"
마일앤조이카드(대한항공),IBK기업은행,0,30000,0,"1,500원당: 3~1마일적립 | KTX, SRT: 10%할인 | 공항라운지: 연 2회무료"
마일앤조이카드(아시아나),IBK기업은행,0,30000,0,"1,000원당: 3~1마일적립 | KTX, SRT: 10%할인 | 공항라운지: 연 2회무료"
만나 우리카드,우리카드,12000,12000,0,주유 최대: 100원/L할인 | 버스·지하철: 10%청구할인 | 스타벅스·폴바셋: 10%청구할인
머니트리카드,머니트리,0,0,0,연회비・발급비: 무료신청 | 소득공제: 30%혜택
메가쇼핑 신한카드,신한카드,12000,15000,0,메가마트: 1%적립 | 모든가맹점: 0.5%적립 | 대중교통: 3~5%할인
메가쇼핑 신한카드 체크,신한카드,0,0,0,메가마트: 0.5%적립 | 메가마트: 0.2%추가적립 | 모든가맹점: 0.1%적립
메가쇼핑체크카드,BNK부산은행,0,0,200000,주유소: 1.2%캐시백 | 메가마트: 3~7%캐시백 | 쇼핑: 5%캐시백
모두모아 체크카드,교보증권,0,0,0,모든가맹점: 0.5%캐시백 | CMA: 금융서비스혜택
모두의 건강,하나카드,15000,15000,300000,저녁식사: 5%적립 | 온라인결제: 5%적립 | 병원/동물병원: 5%적립
모두의 쇼핑,하나카드,15000,15000,300000,온라인쇼핑: 10%적립 | 생활쇼핑: 5%적립 | 아울렛: 5%적립
모바일101카드,KB국민카드,0,1000,200000,삼성페이/Kmotion: 5%할인 | 소셜커머스: 5%할인 | 버스/지하철: 5%할인
몰테일 KB국민카드,KB국민카드,12000,12000,0,몰테일포인트: 2%적립 | 국내가맹점: 0.5%기본적립 | 해외가맹점 최대: 3%적립
몰테일 신한카드 체크,신한카드,0,0,0,"몰테일: 3천원캐시백 | 해외전가맹점: 1.2%캐시백 | 쿠팡,티몬: 9%캐시백"
바디프랜드 카드,우리카드,0,10000,300000,바디프랜드 렌탈: 최대 2만원할인 | 영화: 6천원청구할인 | 커피: 5%청구할인
바디프랜드 하나카드,하나카드,0,12000,300000,"바디프렌드 렌탈료: 13,000원청구할인 | 대형마트: 3%청구할인 | 커피빈: 10%청구할인"
반려愛카드(강아지),KB국민카드,0,8000,300000,반려동물 업종: 10%할인 | 대형마트: 5%할인 | 온라인쇼핑몰: 5%할인
밥바라밥 페이북머니 체크카드,BC 바로카드,0,0,0,커피/점심/간식: 페이북머니 8%적립 | 국내 가맹점 이용금액: 0.1% 기부기금적립
배민현대카드,현대카드,10000,10000,300000,배달의민족: 3%적립 | 온라인쇼핑: 2%적립 | 디지털콘텐츠: 2%적립
밸런스 카드,BC 바로카드,10000,12000,400000,스타벅스 사이렌오더: 50%할인 | 배달어플: 10%할인 | 골프: 7%할인
뱅크샐러드 빨대카드,롯데카드,20000,20000,500000,"커피 최대: 25,000원할인 | 스트리밍: 50%할인 | 배달앱 최대: 1만원 할인"
번개장터 삼성카드,삼성카드,20000,20000,0,국내외가맹점: 1%번개포인트 적립 | 번개장터: 2%번개포인트 추가 적립
베베쿡 신한카드,신한카드,15000,15000,500000,베베쿡: 10%할인 | 할인점/백화점 /마켓컬리: 5%할인 | 커피/잡화/온라인서점: 5%할인
부자되세요 HomeShopping카드(비씨),NH농협카드,0,10000,200000,"6대 홈쇼핑: 6%할인 | 커피: 10%할인 | 영화: 3,000원할인"
부자되세요 The Oil 카드,BC 바로카드,0,5000,300000,주유: 150원/L할인 | 백화점·대형마트: 5%할인 | 패밀리레스토랑: 20%할인
부자되세요 The Oil카드,광주은행,8000,0,300000,GS칼텍스 최대: 150원할인 | 온라인쇼핑: 5%적립 | 대형마트: 5%적립
부자되세요 더 마일리지 체크카드,SC제일은행,0,0,300000,"5대 온라인몰: 1,000원당 1마일적립 | 국내 가맹점: 3,000원당 1마일적립 | 5대 온라인몰: 5%할인"
부자되세요 더마일리지 체크카드,교보증권,0,0,300000,대한항공 마일리지: 1000원당 1마일적립 | 온라인몰: 5%청구할인 | 11-14시 음식점: 10%청구할인
부자되세요 홈쇼핑 체크카드,MG새마을금고,0,0,0,홈쇼핑: 6%할인 | 백화점: 5%할인 | 베이커리: 10%할인
부자되세요 홈쇼핑카드,BC 바로카드,0,5000,200000,6대 홈쇼핑: 6%할인 | 커피: 20%청구할인
블랙핑크 카드,BC 바로카드,10000,12000,300000,음반/티켓: 10%할인 | 편의점/백화점: 10%할인 | 대중교통/배달앱: 10%할인
비트윈체크카드,KB국민카드,0,0,200000,패밀리레스토랑: 15~10%할인 | 영화: 20%할인 | GS25: 5%할인
산림조합-현대카드M(청구할인형),현대카드,10000,10000,0,"산림조합 납부금액: 최대 17,000원할인 | 국내외 전 가맹점: 0.2%적립 | 현대,기아차 구매 시: 1.5%특별적립"
삼성 iD EDU 카드,삼성카드,30000,30000,500000,"교육: 10%할인 | 아파트관리비: 5,000원할인 | 배달앱: 5%할인"
삼성 iD EV 카드,삼성카드,15000,15000,300000,전기차 충전요금: 50%·70%할인 | 주차장·하이패스·대리운전: 10%할인 | 자동차보험: 3만원할인
삼성카드 애니패스+,삼성카드,0,49000,500000,"영화: 5,000원할인 | 카페: 10%할인 | VIPS, 계절밥상: 20,000원할인"
삼성카드 지엔미+,삼성카드,0,49000,500000,"교육/할인점: 1.5%할인 | 모든영화관: 10,000원할인 | VIPS/계절밥상: 20,000원할인"
삼성페이 롯데카드,롯데카드,5000,0,300000,삼성페이 이용시 최대: 1만 4천원할인 | 외식업종 최대: 20%청구할인
삼성포인트체크카드,삼성카드,0,0,300000,모든가맹점: 0.5%적립 | S-Oil: 40원/L적립 | 프로스포츠: 입장권할인
삼프로TV 하나카드,하나카드,15000,15000,300000,특화서비스 월 통합: 최대 3만원청구할인 | 간편결제: 1%청구할인 | 국내/외 전 가맹점: 0.7%청구할인
샤롯데 비앤 롯데카드,롯데카드,47000,50000,0,기프트카드: 3만원제공 | 생활업종: 10%할인 | 공항라운지: 연2회무료
샤롯데 플래티넘 스타 카드,롯데카드,0,35000,0,"스페셜기프트: 5만원제공 | 스타포인트: 최대30만점적립 | 롯데시네마, 엔제리너스: 1+1서비스"
세븐일레븐 멤버쉽롯데카드,롯데카드,5000,0,0,세븐일레븐: 10%할인 | 2년차부터: 연회비면제서비스 | 미용실 최대: 20%할인
세븐일레븐 멤버십롯데체크카드,롯데카드,0,0,200000,세븐일레븐: 7포인트적립 | 평생: 연회비면제 | 미용실: 최대 20%할인
셀리턴 우리카드,우리카드,15000,20000,0,셀리턴 렌탈: 할인서비스
소노시즌 하나카드,하나카드,25000,25000,0,소노시즌 자동이체: 9천~2만원/월청구할인
쇼퍼홀릭 롯데홈쇼핑 롯데체크카드,롯데카드,0,0,0,롯데홈쇼핑: 2%포인트적립 | 놀이공원: 50%할인 | 미용실 최대: 20%할인
쇼핑& 카드,BC 바로카드,10000,0,300000,온라인: 7%청구할인 | 라이프: 7%청구할인
쇼핑앤조이 카드,IBK기업은행,0,10000,300000,"버스, 지하철, 택시: 5%할인 | 온라인쇼핑: 5,000원할인 | 스타벅스: 2,000원할인"
쇼핑조아카드,NH농협카드,13000,15000,400000,페이결제시: 5%할인 | 쇼핑: 5%할인 | 전가맹점: 0.5%기본할인
수소차 충전할인 신한카드,신한카드,20000,23000,300000,"수소차 충전요금: 10%할인 | 주차장, 자동차 정비/세차: 10%할인 | 할인점/편의점/배달앱: 5%할인"
슈퍼쇼퍼카드,하나카드,15000,15000,0,국내 가맹점: 0.7%청구할인 | 국내 온라인 가맹점: 1.7%청구할인 | 해외 가맹점: 1.7%청구할인
스카이패스카드,NH농협카드,0,15000,0,"국내가맹점 1,500원당: 1마일기본적립 | 영화,커피,서적 1,500원당: 2마일더블적립 | 면세점,항공권 1,500원당: 3마일트리플적립"
스타필드 신한카드,신한카드,17000,20000,400000,스타필드: 10%할인 | 신세계 계열사: 5%할인 | 라이프: 5%할인
시그마카드,SC제일은행,0,200000,0,"온라인, 병원, 해외이용액: 1.5%적립 | 일반가맹점: 1.0%적립 | 매년: 20만원Thank you 선물"
시장愛 체크카드,MG새마을금고,0,0,300000,"전통시장: 15%할인 | 이동통신요금: 2천원할인 | 코레일, 고속버스: 5%할인"
시코르 체크카드,하나카드,0,0,200000,시코르: 5%적립 | 신세계포인트: 0.2%적립 | 대중교통: 7%캐시백
신세계 BC 바로 아시아나 플러스,BC 바로카드,10000,10000,500000,"아시아나 1,000원당: 최대 2.0마일적립 | 신세계백화점: 제휴서비스 제공 | Visa: Platinum서비스 제공"
신세계 The BLOSSOM 신한카드,신한카드,45000,48000,500000,신세계백화점: 7%할인 | 신세계 계열사: 5%할인 | 생활/쇼핑: 5%할인
신세계 the Mile 하나카드,하나카드,0,35000,0,신세계백화점/면세점: 10마일적립 | 국내외가맹점: 7마일적립 | 신세계면세점: 멤버십 우대서비스
신세계 신한카드 Best Fit,신한카드,15000,18000,300000,신세계백화점: 3%할인 | 마이신한포인트: 0.7%적립 | 해외 가맹점: 2%할인
신세계 씨티 클리어 카드,씨티카드,4000,5000,200000,통신비: 7%할인 | 점심식사/배달앱: 5%할인 | 신세계백화점/이마트 등: 7%할인
신세계 하나 체크카드,하나카드,0,0,300000,"신세계백화점: 5%캐시백 | 신세계백화점: 0.2%적립 | 버스,지하철: 7%캐시백"
신세계면세점 SSG카드,SSGPAY. CARD,108000,110000,0,모든가맹점: 0.8%적립 | 해외결제: 1.2%적립 | 신세계면세점선불카드: 5만원증정
신한 Meme(밈) 카드,신한카드,0,0,0,음원사이트: 5%적립 | 앱스토어: 5%적립 | 편의점: 5%적립
신한 햇살론카드,신한카드,5000,0,300000,생활쇼핑 가맹점: 7%할인 | 커피전문점/제과점: 10%할인 | 쇼핑몰/할인점: 10%할인
신한라이프 THE PRIDE 신한카드,신한카드,15000,18000,0,전용치아보험: 5%할인 적용 | GC헬스케어: 무료혜택제공 | 의료·헬스·생활편의 서비스: 7%할인
신한카드 Applus,신한카드,15000,15000,300000,프로그램: iPhone for Life이용 | Applus포인트: 0.2%적립 | 프로그램 미이용시: 3%~5%적립
신한카드 Deep Once,신한카드,20000,23000,400000,렌탈 자동이체: 최대 7천포인트적립 | 정기월납 자동이체: 최대 6천포인트적립 | 디지털구독 정기결제: 최대 6천포인트적립
신한카드 Discount Plan,신한카드,15000,15000,400000,"마트,편의점: 10%할인 | 카페,음식점: 10%할인 | 공과금, 디지털구독·멤버십: 최대 20%할인"
신한카드 Hi-Point,신한카드,0,8000,0,전국가맹점: 0.2~2.0%적립 | 특정가맹점: 1~5%적립 | 에이치디현대오일뱅크: 60원/L적립
신한카드 KaPick,신한카드,19000,22000,0,주중 서비스 요일별: 5%포인트 적립 | 토/일 서비스: 월 최대 1만2천포인트 적립 | 월간서비스: 10%포인트 적립
신한카드 Lady,신한카드,0,5000,300000,3대백화점: 5%할인 | 패밀리레스토랑: 20%할인 | 놀이공원: 30~50%할인
신한카드 Lesson Platinum#,신한카드,0,27000,300000,학원/학습지/독서실: 5%할인 | 체험/활동학습: 5%할인 | 서적: 5%할인
신한카드 Love,신한카드,0,8000,200000,백화점/할인점: 5%할인 | 스타벅스: 20%할인 | GS칼텍스: 60원/L할인
신한카드 Love Platinum#,신한카드,0,50000,0,"백화점,할인점,쇼핑몰: 5%할인 | GS칼텍스: 60원/L할인 | 영화: 7천원할인"
신한카드 Pick E 선불,신한카드,0,0,0,편의점/커피: 10%적립 | 사진·볼링·테니스·스키: 10%적립 | One Pick 맛집: 3천 포인트적립
신한카드 Pick E 체크 캐릭터형(신의탑),신한카드,0,0,200000,편의점/커피: 10%적립 | 놀이 영역: 10%적립 | One Pick 맛집: 3천 포인트적립
신한카드 Pick I 선불,신한카드,0,0,0,편의점·커피: 10%적립 | 디지털 구독: 10%적립 | One Pick 쇼핑몰: 3천 포인트적립
신한카드 Point Plan 체크,신한카드,0,0,200000,일상생활비: 0.2~1%적립 | 주말 배달앱: 1천포인트적립 | 편의점: 5%포인트적립
신한카드 SOL글로벌U 체크,신한카드,0,0,300000,교통: 10%캐시백 | 편의점: 10%캐시백 | 배달앱: 10%캐시백
신한카드 The Pet,신한카드,20000,23000,400000,전국 동물병원: 30%할인 | 펫 전용 쇼핑몰: 30%할인 | 온라인 쇼핑몰: 10%할인
신한카드 Unboxing,신한카드,32000,35000,400000,"온라인종합몰: 10%캐시백 | 편의점: 10%캐시백 | 배송비 건당: 2,500원할인"
신한카드 Way 체크,신한카드,0,0,200000,대중교통: 5%적립 | 생활편의: 2%적립 | 해외 이용금액: 1.3%적립
신한카드 Way 체크(미니언즈 여름),신한카드,0,0,200000,대중교통: 최대 5%적립 | 생활편의: 최대 2%적립 | 해외 이용금액: 1.3%적립
신한카드 Way 체크(최고심),신한카드,0,0,200000,대중교통 최대: 5%적립 | 생활편의 최대: 2%적립 | 해외 이용금액: 1.3%적립
